name,salary,site,years,school,tags,updateTime,companyName,jobDemand,companyInfo,address,url
Python开发程序员,10-15K·13薪,北京,3-5年,大专,"[""Django"", ""Python"", ""后端开发""]",更新于：2020-11-06,BlueDot,"[""职位诱惑："", ""业界领先,全额社保,年终奖,六险一金"", ""我们的技术顾问是从Facebook请来的"", ""岗位内容描述："", ""负责公司socialCRM产品的开发"", ""负责500强企业品牌的官网或微信、小程序功能搭建"", ""任职要求："", ""专科及以上学历，软件工程相关专业,数据结构等基础扎实,有编码洁癖,很好的面向对象思维."", ""精通熟练python开发,使用过Django,Redis,Mysql，3年以上经历"", ""熟练使用shell或者Python进行服务器的维护，和自动化脚本的开发,有系统架构设计者优先."", ""强烈的责任心,很强的发现问题,解决问题的能力."", ""良好的交流表达能力,能够配合客户部同事梳理解决疑难问题."", ""有较好的协作能力和团队精神""]","如果你想找一家大公司安稳的过日子，请点击关闭按钮。
如果你想和我们体验飞速成长的感觉，接着往下看：
我们正在用移动社交改变世界，从IBM、西门子、彭博社，到NBA、亚马逊，英国石油，我们的企业级社会化媒体营销服务横跨IT、快消、体育、金融，与世界500强并肩合作。
公司创始人既有4A摸爬滚打多",北京市朝阳区远洋新干线A座2103,/job_detail/eab500feddab45000Xxy3ti9EVY~.html
Python开发测试实习—集团大数据部,2-4K,北京,经验不限,硕士,"[""Python""]",更新于：2020-10-09,蓝标传媒,"[""工作职责:"", ""1.\\t编写并执行测试用例，准确跟踪模块的缺陷或问题。"", ""2.\\t熟练运用测试方法及工具对模块及接口性能进行测试，准确发现性能短板。"", ""3.\\t支持项目python方面的相关开发工作。"", ""任职资格"", ""任职资格:"", ""1、硕士及以上，计算机、软件工程等相关专业优先"", ""2、熟练掌握python编程。熟悉python相关web框架，如Django，Flask等。"", ""3、熟练使用python性能测试工具与http接口测试工具，如lineprofiler，apachebench等。"", ""4、熟悉Linux系统操作，可独立完成小型python项目的开发。"", ""5、加分项：具有python项目开发经验，或具有python自动化测试经验者优先。""]","蓝色光标(数字)传媒集团，简称蓝标传媒，是蓝色光标传播集团旗下专注智能营销和新型数字广告的战略业务板块。
蓝标传媒基于强大的技术、数据、资源和服务能力，为客户提供整合的智能营销解决方案。集效果营销、出海营销、品牌营销三大业务于一体，打造技术x服务的全新商业模式。
蓝标传媒旗下主要子品牌包括：",北京市朝阳区恒通国际创新园C9号楼,/job_detail/4fe9406b7d05375733Z-0t6_EFo~.html
Python开发工程师,15-30K,北京,经验不限,本科,"[""Python工程师"", ""Python"", ""Java"", ""Shell""]",更新于：2020-11-06,华为,"[""Python开发测试工程师"", ""岗位要求：\\xa0熟悉Linux系统使用、配置，具备Shell、Python、Java、C中一种或多种编码能力；\\xa0\\xa0工作地点：北京/西安""]",华为创立于1987年，是全球领先的ICT（信息与通信）基础设施和智能终端提供商，我们致力于把数字世界带入每个人、每个家庭、每个组织，构建万物互联的智能世界：让无处不在的联接，成为人人平等的权利；为世界提供最强算力，让云无处不在，让智能无所不及；所有的行业和组织，因强大的数字平台而变得敏捷、高效、生机,北京海淀区华为数字技术有限公司(南区),/job_detail/cf28a5b80f1ecdc833B629q7GFM~.html
腾讯地图-python开发,25-50K,北京,3-5年,本科,"[""后端开发"", ""Java"", ""Go"", ""C++""]",更新于：2020-11-06,腾讯,"[""负责地图道路情报运营平台的开发"", ""计算机或相关专业本科以上学历，2年以上后端开发工作经验；"", ""良好的计算机基础,良好的数据结构和算法基础;"", ""熟悉Python,熟悉MySQL,熟悉ES;"", ""具备良好的沟通能力和团队协作精神,较强的学习能力和逻辑分析能力；""]","*（有兴趣的同学可以直接发送简历提高效率，看到即回复）
腾讯以技术丰富互联网用户的生活。
通过通信及社交平台微信和QQ促进用户联系，并助其连接数字内容和生活服务，尽在弹指间。
通过高效广告平台，协助品牌和市场营销者触达数以亿计的中国消费者。
通过金融科技及企业服务，促进合作伙伴业务发展，助力实",北京市海淀区腾讯北京总部大楼,/job_detail/4d9d88ff299117d73n1z2ti7FVM~.html
Python开发工程师,13-15K,上海,3-5年,学历不限,"[""Python""]",更新于：2020-10-09,ACJ,"[""上海急需1名英文好的Python开发工程师，属于外派性质；"", ""可以按照人天或月薪支付费用皆可。"", ""要求如下："", ""1、大专及以上学历，至少3年以上Python开发经验；"", ""2、英文口语流利；"", ""3、精通flask框架、Redis；"", ""4、精通MySQL或者postgreaql,docker，""]",上海欧麒瑞信息技术有限公司由法国ACJ集团投资，致力于将服务欧洲二十多年的专业管理咨询服务经验分享给中国客户。作为SAP全球战略合作伙伴和全球培训合作伙伴，我们坚持专业执着的理念，为客户提供SAP产品的优质咨询服务；作为欧洲最早开展归档业务的服务商之一，我们坚持精益求精的理念，为客户提供高品质的数,上海市浦东新区勃林格殷格翰生物药业(中国)有限公司,/job_detail/10d062089f55027333Z63NW8GFc~.html
Python开发（海外游戏）,11-22K,北京,1-3年,本科,"[""后端开发"", ""Python"", ""数据库"", ""Java"", ""C#"", ""Perl"", ""容器技术"", ""服务器配置"", ""Web端"", ""移动端""]",更新于：2020-11-06,智胜新格,"[""工作职责:"", ""1、负责移动互联网游戏服务器端PythonWebService开发，为全球用户提供可靠服务"", ""2、参与产品沟通，需求分析，方案设计，程序开发，运营优化，架构设计，做到系统可控"", ""3、海量数据大访问量的内存与存储系统、基础系统、核心业务等"", ""任职资格:"", ""1、本科及以上学历，计算机、软件工程、信息技术或其他相关专业"", ""2、2年及以上Python实际项目经验，精通Web开发框架如Flask/Django"", ""3、除Python外,至少还熟悉Perl/Java/C#中的一门编程语言，有实际编写经验"", ""4、精通MySQL或其他关系型数据库,精通Redis/MongoDB；熟悉Nginx配置"", ""5、扎实的面向对象编程思想，模块化编程的思维,应用性能优化等方面问题的分析和解决能力"", ""6、熟悉Docker,Kubernetes,DevOps,ETL/ELT,ELK等相关技术加分"", ""7、良好的沟通能力加分,优秀的解决问题能力加分,不对个人技术路线设限""]",北京智胜新格科技有限公司（Blowfire），是中国出海游戏界冉冉升起的一颗闪亮新星，是集研发，运营，发行为一体的综合性移动休闲娱乐游戏公司。基于全球化的战略视野，智胜新格致力于打造自有BLOWFIRE品牌旗下一流品质的移动游戏及在线服务，主力产品在行业细分领域已经跻身全球顶尖行列，深受全球玩家的喜,北京市海淀区优盛大厦D座16层,/job_detail/d5244fa01240277103d53d-4GFQ~.html
Python开发工程师,25-35K,上海,5-10年,本科,"[""Python"", ""scrapy"", ""爬虫""]",更新于：2020-11-06,QuEST Global,"[""岗位职责："", ""独立开发合规与安全态势感知平台：通过收集等级保护，合规，数据隐私，信息安全，代码泄漏，网络扫描等数据，"", ""进行分析和预测合规和安全的现状和发展趋势。"", ""计"", ""任职要求："", ""1、统招本科以上学历，计算机软件或软件工程专业；"", ""2、具有python开发经验，掌握网络爬虫开发原理，有通用网站爬取及解析的经验；"", ""3、掌握HTML,JavaScript,H5,精通常见的反爬虫技术如文本混淆反爬虫、验证码等；"", ""4、精通scrapy爬虫框架，对分布式爬虫、海量数据采集有深刻的理解；"", ""5、熟悉JavaWeb开发，SpringMVC.MyBatis等常用框架，了解IOC、AOP原理；"", ""6、熟悉RESTFULAPI开发和接口调用；"", ""7、熟悉常用数据库设计和开发，熟悉互联网各种类型数据交互模式；"", ""8、熟悉敏捷开发流，具备良好的沟通能力和团队协作能力；""]","QUEST（北京）技术有限公司是QuESTGlobal在中国的全资子公司。QUEST（北京）专注于下一代技术，基于物联网、深度学习、嵌入式开发与增强现实等技术，服务知名跨国企业客户及国内大客户。
公司是微软Azure、Google、英伟达、In",上海徐汇区宜家办公楼漕溪路128号,/job_detail/f0de97ac361ae09c3nZ92dS8FlQ~.html
Python开发（情报分析平台）,12-20K,北京,1-3年,本科,"[""Python"", ""C++"", ""网络安全""]",更新于：2020-11-04,启明星辰,"[""岗位职责："", ""1、负责收集、整理互联网公开的客户、Hack相关情报；"", ""2、分析重点行业客户的信息资料，构建客户资产信息知识图谱；"", ""3、建设情报分析平台，根据需求输出行业化情报信息。"", ""任职资格："", ""1、计算机、网络安全等相关专业；"", ""2、熟练掌握Python/C/C++语言；"", ""3、熟悉爬虫框架，能够从相关网站提取信息和进行数据分析；"", ""4、掌握Elasticsearch/MongoDB数据库的使用；"", ""5、熟悉甲方行业客户的软/硬件信息者优先。""]",启明星辰信息技术集团股份有限公司成立于1996年，由留美博士严望佳女士创建，是国内具备超强实力的、拥有完全自主知识产权的网络安全产品、可信安全管理平台、安全服务与解决方案的综合提供商。2010年6月23日，启明星辰在深交所中小板正式挂牌上市。目前，启明星辰已对网御星云、杭州合众、书生电子进行了全资收,北京海淀区启明星辰大厦,/job_detail/5ef6cfb164e4836d0HJ62NW9ElI~.html
Python开发工程师,9-12K,北京,经验不限,本科,"[""Python"", ""Python工程师"", ""后端开发"", ""Django"", ""Redis"", ""网络安全"", ""MongoDB""]",更新于：2020-10-09,天融信,"[""python开发实习生，应届毕业生，初级开发工程师"", ""\\uf0d8\\t专业："", ""1．计算机或相关专业统招本科（二本以上）学历"", ""2．扎实的python基础，熟悉python常用库的使用；至少连续一年python开发经验；有良好的编码习惯"", ""3．熟悉linux开发环境，熟悉常用shell命令"", ""4．熟悉django开发框架，了解restapi设计模式。"", ""5．熟悉mysql数据库使用，熟悉至少一种缓存数据库使用"", ""\\uf0d8\\t其他"", ""1．良好的沟通能力，能与团队成员有效沟通"", ""2．工作积极主动，认真细致，有独立思考意识"", ""3.熟悉网络安全产品优先考虑""]","一、公司介绍
天融信创始于1995年，风雨兼程25载，亲历见证了中国网络安全产业的发展历程。2017年，天融信完成与上市公司南洋股份的重组交易，南洋股份更名为“南洋天融信科技集团股份有限公司”（股票代码：002212）。天融信始终以捍卫国家网络空间安全为己任，创新超越，致力于",北京海淀区华控大厦,/job_detail/d77ebb373a1b78c93nZ62dS1EVI~.html
python开发实习,5-10K,北京,1年以内,学历不限,"[""Python"", ""Java"", ""后端开发"", ""爬虫工程师"", ""全栈开发"", ""架构师"", ""软件工程师"", ""数据库开发""]",更新于：2020-11-07,寰宇科技,"[""责任心强，做事细心、有恒心和毅力、具备良好的团队合作精神和承受压力的能力。""]",[],北京市海淀区京蒙科技大厦,/job_detail/2c118395a2db96f733143t-9F1o~.html
python开发工程师,20-30K·13薪,上海,3-5年,本科,"[""Python"", ""Django"", ""flask"", ""tornado""]",更新于：2020-11-05,特赞|Tezign,"[""岗位描述："", ""1.负责并持续优化算法和AI底层模块封装的研发（类型：图像提取、图像匹配、图像内容分析、图像设计质量等）；"", ""2.理解算法与应用之间的封装和整合，负责将模块进行产品化的架构设计、维护和研发。"", ""3.搭建基于WEB内部机器学习训练平台，完成算法效率的提升和基础能力沉淀"", ""岗位要求："", ""1.两年以上的Python开发经验，熟练使用python常用库，全日制本科以上学历，硕士优先；"", ""2.掌握Django,Tornado,Flask等一种主流框架，深入理解框架实现原理及特性；"", ""3.熟悉Python的高级特性，具备良好的编码习惯，深入理解各种设计模式和应用场景；"", ""4.数学功底和建模能力强，熟悉机器学习领域的常见原理以及AI适用场景、优点、缺点以及弥补办法；"", ""5.熟悉Internet常用协议，如HTTP、TCP/IP、熟悉RESTful规范；"", ""6.掌握至少一种关系型数据库，了解Docker运维知识；"", ""7.有一定外文文献的阅读能力，对计算机视觉、计算机图形学有极大兴趣者优先。""]","「关于特赞」
特赞Tezign为全球领先品牌提供创意、管理、生成、分发，营销全流程解决方案，致力于构建企业级创意营销资源的数字基础设施。已经完成由红杉资本中国基金领投和赫斯特资本分别领投的A轮和B轮融资。特赞积累超过30,000的创意供应商，已经服务了超过8,000家大型企业和社会组织，包括",上海虹口区WeWork(星荟中心)4楼,/job_detail/6d45810c4f29063d0HV83dW4GFE~.html
资深Python开发架构工程师,25-40K,上海,5-10年,本科,"[""Python"", ""Python工程师"", ""全栈开发"", ""Linux"", ""Web端"", ""MySQL"", ""Django"", ""Flask""]",更新于：2020-11-06,璟沐科技,"[""工作内容:"", ""1.\\xa0负责应用架构设计、把控及开发；"", ""2.\\xa0主导重大项目的架构设计和核心模块设计及开发；"", ""3.\\xa0审核开发工程师系统设计和代码质量，制定后端技术规范和开发规范；"", ""4.\\xa0主导技术难题攻关，重构系统，保证高性能处理和系统的稳定性。"", ""工作要求："", ""1.\\xa0计算机相关专业本科以上学历，具有3年以上Python开发经验；"", ""2.\\xa0具备扎实的开发水平和技术管理水平，能够管理中小型（10-20人）技术团队；"", ""3.\\xa0有全栈开发基础或经验者优先；"", ""4.\\xa0熟悉Django、Flask等框架,且对一个以上框架有深入理解，能对框架进行优化者优先；"", ""5.\\xa0熟练掌握pandas、numpy，熟悉数据处理；"", ""6.\\xa0熟悉MySQL数据库，掌握数据库优化者优先；"", ""7.\\xa0熟悉Linux系统，有Linux系统进行操作开发经验的优先；"", ""8.\\xa0熟悉互联网常用中间件原理，理解使用场景，对中间件有深入理解和实践者优先；"", ""9.\\xa0熟悉大规模Web应用开发，有一定的性能优化和系统安全的实践。有大型互联网公司Web开发和性能调优经验优先；"", ""10.了解HTTP，TCP/IP等常用internet协议，熟悉Restful规范；"", ""11.学习能力强，热衷对新型技术的学习与实践，积极主动，且具备良好的沟通协调能力和强烈的责任心。""]",上海璟沐信息科技有限公司是一家基于人工智能和互联网技术，以延长健康寿命和幸福寿命为目标，引进全球先进的养老、健康技术服务，并进行本土化设计和自主研发的科技驱动型公司。业务涉及“照护预防（预防跌倒、认知症、腰痛等老人综合症）”、“康复医学”等康养产业升级,上海市徐汇区宏汇国际广场A座21楼6-7室,/job_detail/ac9b98637256e97c33R80ty1E1M~.html
python开发工程师,25-30K,北京,3-5年,本科,"[""Python"", ""后端开发"", ""数据挖掘""]",更新于：2020-10-09,中移动互联,"[""【中移动互联官网】www.ichinamobile.com"", ""简历请发送到*****"", ""岗位职责："", ""1、参与公司产品后端的需求分析分解，设计及开发，保证产品的稳定性及性能。"", ""2、具有规范的流程思维意识，与公司产品其他部分联动，定义接口设计并跟进完成。"", ""3、协助处理服务端开发中的常见问题。"", ""任职要求："", ""1、统招本科以上学历，至少3年以上工作经验。"", ""2、思维严谨，逻辑清晰，具有良好的模块化思维能力及沟通能力，良好的责任心。"", ""3、具有良好的学习能力，有复杂应用的架构设计和研发者优先。"", ""4、具有压力下工作的能力。"", ""5、熟练使用python及linux环境，redis、mysql数据，对于python开发中常用库了解深入，熟悉pythonwebframework（django，flask等）中的一种或多种，了解常见设计模式。"", ""6、有以下经验之一者优先：1）熟练sql或hivesql者优先。2）熟了解pythonspark者优先。3）有项目部署经验者优先。""]",www.ichinamobile.com,北京市海淀区信息路甲28号楼D座05A,/job_detail/838c9282e139cb331Xd42d64EVA~.html
python开发,11-21K,上海,1-3年,本科,"[""Python"", ""C++"", ""Shell""]",更新于：2020-11-07,软通动力集团,"[""python开发基本要求："", ""1.代码风格，符合Python官方规范，并且能轻松通过静态代码检查"", ""2.理解Web编程，熟练使用至少一种框架"", ""3.理解CLI编程，熟练使用参数解析、日志打印、网络请求等基本操作"", ""4.了解测试基本概念，熟练使用一种测试框架"", ""5.理解容器技术，熟练使用DockerCLI，能开发Dockerfile"", ""6.熟练使用至少一种Linux发行版，能开发简单Shell脚本"", ""加分项："", ""1.了解Python生态，会打包发布Python软件"", ""2.有CI/CD经验"", ""3.有基于容器的集群管理、部署、运维经验"", ""4.了解C/C++编译、打包、发布流程，或有相关经验"", ""5.有开源项目经验"", ""6.学习、适应能力强，热爱编程，勤奋努力"", ""7.熟练使用异步、并发编程"", ""8.有分布式编程经验""]","软通动力信息技术（集团）有限公司（以下简称：软通动力）是中国领先的创新型技术服务商。公司于2001年成立，立足中国，服务全球。依托“海外+中国”的战略布局，公司在全球设有56个分支机构，市场遍及北美、亚洲、欧洲等区域国家，全球员工总数35000余人。
软通动力具备端到端",上海市浦东新区东方万国企业中心C1栋,/job_detail/f308d373f5257ec80HJy2t-_GFs~.html
Python开发工程师,10-15K,北京,1-3年,本科,"[""Python""]",更新于：2020-11-07,北京纬创,"[""1、计算机或数学等相关专业。"", ""2、有2年以上Python开发经验，能独立完成需求、设计、研发、自测、打包等工作。"", ""3、熟练掌握Python语言，熟悉python数据分析类库，有numpy、pandas使用经验。"", ""4、熟悉python的RestfulAPI常用框架，及Pythonweb框架如：Django、Tornado、Flask。"", ""5、熟悉Linux系统，熟悉常用爬虫框架,如Scrapy,webmagic等。"", ""6、熟悉数据库mysql、oracle等,熟悉Internet基本协议（如TCP、UDP、HTTP等）。"", ""7、拥有良好的代码编写风格，要求结构清晰，命名规范，逻辑性强，了解技术文档编写规范具有良好的学习能力、团队协作能力和沟通能力。"", ""8、责任心强，善于思考，能独立分析和解决问题。""]","纬创软件是亚洲地区专业的软件外包服务及信息整合服务的领导厂商，我们专注于技术顾问服务、软件外包服务、业务流程外包服务、以及产品全球化服务，全球有14个营业据点，客户包括世界500强企业以及跨国知名企业。
纬创软件的主要服务项目包括：技术顾问服务、软件外包服务、业务流程外包服务、及产品全球化服务。我",北京市昌平区泰康商学院昌平生命科学园泰康商学院,/job_detail/4e7360eb07e0ba880HN_2Nu-E1A~.html
Python开发工程师,15-30K·14薪,杭州,3-5年,本科,"[""Python"", ""Shell"", ""Linux"", ""容器技术"", ""计算机软件""]",更新于：2020-11-05,华为,"[""【岗位要求】"", ""专业能力："", ""1）熟练Python开发。"", ""2）熟练掌握mysql/redis数据库使用，熟悉linux操作系统及shell编程，熟悉git的使用；"", ""3）熟悉微服务开发模式，了解docker\\k8s，具有良好的编码规范意识。"", ""经验要求："", ""1）统招本科及以上学历，具备1~5年以上产品软件开发经验。"", ""2）有熟悉的开发框架，具备服务化开发能力。"", ""【岗位职责】"", ""1）承担公有云、私有云、SDN/NFV、IOT等运营、运维系统中相关模块的分析、设计、开发工作；"", ""2）负责子系统架构、模块化设计、分析，以及核心代码编写，提升软件性能、可靠性、可维护性、可扩展性。""]",华为创立于1987年，是全球领先的ICT（信息与通信）基础设施和智能终端提供商，我们致力于把数字世界带入每个人、每个家庭、每个组织，构建万物互联的智能世界：让无处不在的联接，成为人人平等的权利；为世界提供最强算力，让云无处不在，让智能无所不及；所有的行业和组织，因强大的数字平台而变得敏捷、高效、生机,杭州市滨江区华为杭研西区,/job_detail/c83cb3c9bb1f7a7b0XJ809-4Fls~.html
Python开发,13-26K,深圳,3-5年,本科,"[""django"", ""shell"", ""Python"", ""分布式技术"", ""MySQL"", ""MongoDB"", ""Django"", ""IT项目管理""]",更新于：2020-11-15,软通动力,"[""项目名称：华为大脑大型搜索引擎项目。"", ""团队现有PYTHON工程师50人+。后端及爬虫岗位都招聘。"", ""任职要求："", ""1、熟悉Python语言，能够熟练使用python的web框架设计网站，例如django等。"", ""2、有过分布式任务调度管理(celery)的经验，可熟练编写高并发程序。"", ""3、熟悉多线程、多进程和协程网络通信编程相关知识以及HTTP/HTTPS协议，TCP/IP等网络协议;"", ""4、熟悉Linux/Unix类开发环境，熟悉其常用命令的使用;熟悉MySQL，Redis，MongoDB"", ""其他要求："", ""1、3年以上相关工作经验，本科及以上学历"", ""2、具有良好的工作态度和职业道德"", ""3、具有较强的表达能力，能主动沟通、并进行团队协作"", ""4、工作主动性强，能承受一定的工作压力"", ""5、具备较强的安全意识和一定安全风险控制能力"", ""6、有较强的逻辑思维能力，对技术有强烈的兴趣，具有良好的学习能力；"", ""工作内容："", ""搜索引擎搜索引擎开发"", ""1、负责DC模块的开发与部署"", ""2、消费kafka中上游解析的网页数据，通过不同的策略和规则过滤分发给网页、图片、新链等模块"", ""3、采用多进程的方式提高DC模块的数据处理能力"", ""4、使用coufluent-kafka模块替代kafka-python模块，解决分发时send的处理瓶颈"", ""5、提升处理能力到每秒10w条数据，分发效率为每秒1000w条"", ""6、负责智能搜索中股票和汇率的后端开发与部署内容"", ""该搜索引擎类似google搜索，通过用户搜索的query解析得到用户可能想要找到的网站、数据及相关信息"", ""知识图谱数据采集爬虫开发"", ""1、参与通用爬虫系统中爬虫模块的开发与维护"", ""2、采用多线程、多进程完成聚焦爬虫的开发"", ""3、分析网页结构、请求方式，评估能否使用通用爬虫爬取"", ""4、设计爬虫策略和防屏蔽规则，解决字体干扰、封IP、验证码、js渲染等反爬"", ""5、保存数据到MongoDB""]","软通动力信息技术（集团）有限公司：
软通动力信息技术（集团）有限公司（以下简称：软通动力）是中国领先的创新型软件及信息技术服务商，数字经济使能者。公司2005年成立于北京，立足中国，服务全球市场。经过16年发展，目前公司在全球36个城市设有90余个分支机构25个全球交付中心，员工总数60000+",深圳市龙岗区天安云谷1栋A座,/job_detail/8442917f2a0c84b21XFy2Nm_ElU~.html
Python开发,8-13K,西安,1-3年,本科,"[""分布式技术"", ""数据分析"", ""大数据"", ""Python"", ""网络爬虫技术""]",更新于：2020-11-15,中软国际,"[""负责分布式的网络爬虫应用,实现大规模文本，进行多平台信息的抓取和分析;、图像数据的抓取、抽取,去重、分类、垃圾过滤、解析入库等工作2.负责基于电商风控引擎大数据平台批量自动生成数据分析报告3.支持数据分析""]","中软国际有限公司（以下简称：中软国际）是中国领先的大型综合性软件与信息服务企业，成立于2000年，为香港主板上市公司，股票代码00354，员工约62,000人。面对当今互联网化，以及云计算、大数据的挑战，中软国际建立了线下与线上互动的业务结构（O2O）。
线下业务依托中软国际多年积累起来的传统",西安雁塔区中软国际西安科技园,/job_detail/9370062b86aadadf0Xx739q5Elc~.html
Python开发,15-30K,杭州,1-3年,本科,"[""Python"", ""Python工程师"", ""Web端""]",更新于：2020-10-16,华为,"[""1.精通python编程，有多个实际产品或项目开发经验，2年以上python应用经验"", ""2.有测试平台，测试工具开发经验者优先"", ""3.熟悉自动化框架开发者优先""]",华为创立于1987年，是全球领先的ICT（信息与通信）基础设施和智能终端提供商，我们致力于把数字世界带入每个人、每个家庭、每个组织，构建万物互联的智能世界：让无处不在的联接，成为人人平等的权利；为世界提供最强算力，让云无处不在，让智能无所不及；所有的行业和组织，因强大的数字平台而变得敏捷、高效、生机,杭州滨江区华为科研基地,/job_detail/6c406f7913e08a853nN729i-EVI~.html
Python开发,12-24K,深圳,3-5年,本科,"[""Python"", ""Java"", ""Go""]",更新于：2020-11-15,中软国际,"[""1.熟练Python或JAVA或Go语言进行编程"", ""2.熟悉Linux，Docker，MySQL、Redis等开源系统应用。"", ""3.具有三年以上软件开发经验。"", ""4.良好的沟通、协调、学习、创新能力，对解决具有挑战性问题充满激情；"", ""5.具有相关产品开发和设计经验优先"", ""【周末双休，双倍加班费】"", ""持有华为开发者学院相关证书，有优先录取资格，详情见 华为开发者学院 人才计划（https://developer.huawei.com/consumer/cn/training/landings/kg97brca）""]","中软国际有限公司（以下简称：中软国际）是中国领先的大型综合性软件与信息服务企业，成立于2000年，为香港主板上市公司，股票代码00354，员工约62,000人。面对当今互联网化，以及云计算、大数据的挑战，中软国际建立了线下与线上互动的业务结构（O2O）。
线下业务依托中软国际多年积累起来的传统",深圳市龙岗区天安云谷,/job_detail/e2bb42216fe7edc63nV83925EFY~.html
python开发,16-20K,深圳,3-5年,本科,"[""Python"", ""Shell"", ""Django"", ""Flask""]",更新于：2020-11-15,软通动力,"[""【岗位要求】"", ""1.本科及以上学历，3年以上后台开发经验；"", ""2.熟悉常用的数据结构和算法，mysql数据库使用和网络编程；"", ""3.熟练掌握python语言、熟悉python和shell脚本"", ""4.善于交流和表达，有良好团队合作精神""]","软通动力信息技术（集团）有限公司：
软通动力信息技术（集团）有限公司（以下简称：软通动力）是中国领先的创新型软件及信息技术服务商，数字经济使能者。公司2005年成立于北京，立足中国，服务全球市场。经过16年发展，目前公司在全球36个城市设有90余个分支机构25个全球交付中心，员工总数60000+",深圳市龙岗区金荣达科技工业园6栋1楼,/job_detail/ad17220c12c85bf83nB-3N27FFc~.html
python开发,13-16K·15薪,东莞,经验不限,本科,"[""Python"", ""django"", ""Python工程师"", ""后端开发"", ""vue"", ""flask""]",更新于：2020-11-04,华为,"[""1.具备一定的编程能力或者代码阅读能力，会python编程语言，熟悉django，flask，vue"", ""2.有参与大数据系统开发过程，包括参与需求设计、设计评审、编写测试方案和测试用例，搭建测试环境，进行测试结果和线上反馈等"", ""3.能够根据项目需求设计，开发测试工具提升测试效率"", ""华为OD招聘""]",华为创立于1987年，是全球领先的ICT（信息与通信）基础设施和智能终端提供商，我们致力于把数字世界带入每个人、每个家庭、每个组织，构建万物互联的智能世界：让无处不在的联接，成为人人平等的权利；为世界提供最强算力，让云无处不在，让智能无所不及；所有的行业和组织，因强大的数字平台而变得敏捷、高效、生机,东莞市东莞市溪流背坡村(华为)环湖路9号,/job_detail/8abd05ab292afbc53nJ42di1GVc~.html
python开发,14-28K,深圳,3-5年,本科,"[""Python""]",更新于：2020-11-15,中软国际,"[""1.熟练掌握Python，代码能力扎实"", ""2.熟悉面向对象编程，具有良好的代码编程习惯；"", ""3.熟悉django/tornado/flask等一种或多种框架"", ""4.熟悉mysql，memcache，redis等技术"", ""5.有一定的分布式、高并发系统开发或维护经验；"", ""6.熟练使用各类深度学习框架，具有Linux下GPU多节点多卡平台架构经验"", ""7.有数据分析，数据挖掘，文本挖掘相关经验""]","中软国际有限公司（以下简称：中软国际）是中国领先的大型综合性软件与信息服务企业，成立于2000年，为香港主板上市公司，股票代码00354，员工约62,000人。面对当今互联网化，以及云计算、大数据的挑战，中软国际建立了线下与线上互动的业务结构（O2O）。
线下业务依托中软国际多年积累起来的传统",深圳龙岗区天安云谷三栋B座,/job_detail/4d4dbbbfdac52c8933Z73Ni_Flc~.html
python开发,11-22K·13薪,深圳,3-5年,本科,"[""Python"", ""Shell"", ""Python工程师"", ""Redis""]",更新于：2020-11-13,软通动力,"[""1、熟悉Python定时任务框架：APScheduler,celery"", ""2、熟悉python开发框架：Scrapyshell"", ""3，熟悉多线程编程，linux/flask/diango/tornado/redis/"", ""4，统招二本及以上学历。""]","软通动力信息技术（集团）有限公司：
软通动力信息技术（集团）有限公司（以下简称：软通动力）是中国领先的创新型软件及信息技术服务商，数字经济使能者。公司2005年成立于北京，立足中国，服务全球市场。经过16年发展，目前公司在全球36个城市设有90余个分支机构25个全球交付中心，员工总数60000+",深圳龙岗区金荣达科技工业园,/job_detail/11bdcc0621eec5a63nJ52N-6GVU~.html
